大学名称,No.,地区名,国公私立,大学グループ（分数カウントに基づくもの）,国際卓越（採択：◎、申請：○）,地域中核,論文数（５年合計値）2007-2011,論文数（５年合計値）2012-2017,論文数（５年合計値）2017-2021,化学論文数（５年合計値）2007-2011,化学論文数（５年合計値）2012-2017,化学論文数（５年合計値）2017-2021,材料科学論文数（５年合計値）2007-2011,材料科学論文数（５年合計値）2012-2017,材料科学論文数（５年合計値）2017-2021,物理学論文数（５年合計値）2007-2011,物理学論文数（５年合計値）2012-2017,物理学論文数（５年合計値）2017-2021,計算機・数学論文数（５年合計値）2007-2011,計算機・数学論文数（５年合計値）2012-2017,計算機・数学論文数（５年合計値）2017-2021,工学論文数（５年合計値）2007-2011,工学論文数（５年合計値）2012-2017,工学論文数（５年合計値）2017-2021,環境・地球科学論文数（５年合計値）2007-2011,環境・地球科学論文数（５年合計値）2012-2017,環境・地球科学論文数（５年合計値）2017-2021,臨床医学論文数（５年合計値）2007-2011,臨床医学論文数（５年合計値）2012-2017,臨床医学論文数（５年合計値）2017-2021,基礎生命科学論文数（５年合計値)2007-2011,基礎生命科学論文数（５年合計値）2012-2017,基礎生命科学論文数（５年合計値）2017-2021,Top10%補正論文数（５年合計値）2007-2011,Top10%補正論文数（５年合計値）2012-2017,Top10%補正論文数（５年合計値）2017-2021,化学Top10%補正論文数（５年合計値）2007-2011,化学Top10%補正論文数（５年合計値）2012-2017,化学Top10%補正論文数（５年合計値）2017-2021,材料科学Top10%補正論文数（５年合計値）2007-2011,材料科学Top10%補正論文数（５年合計値）2012-2017,材料科学Top10%補正論文数（５年合計値）2017-2021,物理学Top10%補正論文数（５年合計値）2007-2011,物理学Top10%補正論文数（５年合計値）2012-2017,物理学Top10%補正論文数（５年合計値）2017-2021,計算機・数学Top10%補正論文数（５年合計値）2007-2011,計算機・数学Top10%補正論文数（５年合計値）2012-2017,計算機・数学Top10%補正論文数（５年合計値）2017-2021,工学Top10%補正論文数（５年合計値）2007-2011,工学Top10%補正論文数（５年合計値）2012-2017,工学Top10%補正論文数（５年合計値）2017-2021,環境・地球科学Top10%補正論文数（５年合計値）2007-2011,環境・地球科学Top10%補正論文数（５年合計値）2012-2017,環境・地球科学Top10%補正論文数（５年合計値）2017-2021,臨床医学Top10%補正論文数（５年合計値）2007-2011,臨床医学Top10%補正論文数（５年合計値）2012-2017,臨床医学Top10%補正論文数（５年合計値）2017-2021,基礎生命科学Top10%補正論文数（５年合計値)2007-2011,基礎生命科学Top10%補正論文数（５年合計値）2012-2017,基礎生命科学Top10%補正論文数（５年合計値）2017-2021,リードしている論文数（５年合計値）2007-2011,リードしている論文数（５年合計値）2012-2017,リードしている論文数（５年合計値）2017-2021,リードしている化学論文数（５年合計値）2007-2011,リードしている化学論文数（５年合計値）2012-2017,リードしている化学論文数（５年合計値）2017-2021,リードしている材料科学論文数（５年合計値）2007-2011,リードしている材料科学論文数（５年合計値）2012-2017,リードしている材料科学論文数（５年合計値）2017-2021,リードしている物理学論文数（５年合計値）2007-2011,リードしている物理学論文数（５年合計値）2012-2017,リードしている物理学論文数（５年合計値）2017-2021,リードしている計算機・数学論文数（５年合計値）2007-2011,リードしている計算機・数学論文数（５年合計値）2012-2017,リードしている計算機・数学論文数（５年合計値）2017-2021,リードしている工学論文数（５年合計値）2007-2011,リードしている工学論文数（５年合計値）2012-2017,リードしている工学論文数（５年合計値）2017-2021,リードしている環境・地球科学論文数（５年合計値）2007-2011,リードしている環境・地球科学論文数（５年合計値）2012-2017,リードしている環境・地球科学論文数（５年合計値）2017-2021,リードしている臨床医学論文数（５年合計値）2007-2011,リードしている臨床医学論文数（５年合計値）2012-2017,リードしている臨床医学論文数（５年合計値）2017-2021,リードしている基礎生命科学論文数（５年合計値)2007-2011,リードしている基礎生命科学論文数（５年合計値）2012-2017,リードしている基礎生命科学論文数（５年合計値）2017-2021,医学・基礎生命科学系論文割合（５年合計値）2017-2021,医学・基礎生命科学を除いた論文数（５年合計値）2017-2021,日本全体の論文数に占める割合（５年合計値）2017-2021,Top10%補正論文割合（５年合計値）2007-2011,Top10%補正論文割合（５年合計値）2012-2017,Top10%補正論文割合（５年合計値）2017-2021,化学Top10%補正論文割合（５年合計値）2007-2011,化学Top10%補正論文割合（５年合計値）2012-2017,化学Top10%補正論文割合（５年合計値）2017-2021,材料科学Top10%補正論文割合（５年合計値）2007-2011,材料科学Top10%補正論文割合（５年合計値）2012-2017,材料科学Top10%補正論文割合（５年合計値）2017-2021,物理学Top10%補正論文割合（５年合計値）2007-2011,物理学Top10%補正論文割合（５年合計値）2012-2017,物理学Top10%補正論文割合（５年合計値）2017-2021,計算機・数学Top10%補正論文割合（５年合計値）2007-2011,計算機・数学Top10%補正論文割合（５年合計値）2012-2017,計算機・数学Top10%補正論文割合（５年合計値）2017-2021,工学Top10%補正論文割合（５年合計値）2007-2011,工学Top10%補正論文割合（５年合計値）2012-2017,工学Top10%補正論文割合（５年合計値）2017-2021,環境・地球科学Top10%補正論文割合（５年合計値）2007-2011,環境・地球科学Top10%補正論文（５年合計値）2012-2017,環境・地球科学Top10%補正論文割合（５年合計値）2017-2021,臨床医学Top10%補正論文割合（５年合計値）2007-2011,臨床医学Top10%補正論文（５年合計値）2012-2017,臨床医学Top10%補正論文割合（５年合計値）2017-2021,基礎生命科学Top10%補正論文割合（５年合計値)2007-2011,基礎生命科学Top10%補正論文割合（５年合計値）2012-2017,基礎生命科学Top10%補正論文割合（５年合計値）2017-2021
武庫川女子大学,184,近畿地区,03_私立大学,4G,,,328,299,319,53,61,70,3,1,1,0,0,0,0,0,0,0,3,1,5,0,1,67,78,76,192,155,164,11,11,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,4,8,3,183,150,153,41,42,41,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,27,28,26,110,78,83,0.752351097,73,0.000533486,0.033536585,0.036789298,0.015673981,0.075471698,0,0.014285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044776119,0.038461538,0.013157895,0.020833333,0.051612903,0.018292683
武蔵野大学,185,東京都,03_私立大学,4G,,,242,252,292,52,48,54,4,8,5,0,5,9,0,5,14,0,2,9,1,5,7,30,28,32,155,147,159,5,11,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,6,2,110,125,127,22,32,28,3,6,0,0,0,0,0,3,1,0,2,3,0,2,1,11,8,12,74,70,81,0.654109589,98,0.000488332,0.020661157,0.043650794,0.010273973,0,0.083333333,0.018518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033333333,0.035714286,0,0.025806452,0.040816327,0.012578616
明治大学,186,東京都,03_私立大学,4G,,,738,1131,1420,126,169,192,41,50,91,96,195,213,93,156,172,83,113,130,20,52,97,26,51,53,249,336,456,42,64,70,10,11,5,1,1,3,2,7,25,2,4,3,1,5,2,0,1,3,0,4,2,26,30,26,402,566,655,71,110,101,22,25,44,51,86,87,54,80,87,49,58,77,9,27,31,11,13,20,134,163,201,0.358450704,895,0.002374765,0.056910569,0.056587091,0.049295775,0.079365079,0.065088757,0.026041667,0.024390244,0.02,0.032967033,0.020833333,0.035897436,0.117370892,0.021505376,0.025641026,0.01744186,0.012048193,0.044247788,0.015384615,0,0.019230769,0.030927835,0,0.078431373,0.037735849,0.104417671,0.089285714,0.057017544
明治薬科大学,187,東京都,03_私立大学,4G,,,385,353,522,80,78,123,0,0,3,0,2,0,0,3,0,0,0,1,0,1,5,60,58,100,245,209,289,17,19,22,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,10,15,9,238,192,253,61,61,95,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,14,14,25,163,113,130,0.745210728,132,0.000872977,0.044155844,0.053824363,0.042145594,0.025,0,0.024390244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0.068965517,0.09,0.040816327,0.071770335,0.031141869
名城大学,188,東海・北陸地区,03_私立大学,4G,,,892,1039,1271,163,235,287,85,64,107,143,150,185,31,41,31,49,103,123,32,37,52,36,70,58,347,334,421,66,42,56,13,12,23,10,1,2,18,6,13,2,0,0,3,5,4,4,3,2,2,1,1,13,12,12,429,440,533,87,88,118,45,31,37,67,90,81,15,11,14,30,50,61,18,15,18,13,18,11,150,135,189,0.376868607,785,0.002125582,0.073991031,0.040423484,0.044059795,0.079754601,0.05106383,0.080139373,0.117647059,0.015625,0.018691589,0.125874126,0.04,0.07027027,0.064516129,0,0,0.06122449,0.048543689,0.032520325,0.125,0.081081081,0.038461538,0.055555556,0.014285714,0.017241379,0.037463977,0.035928144,0.028503563
酪農学園大学,189,北海道・東北地区,03_私立大学,4G,,,352,399,577,12,9,10,1,2,0,4,4,1,1,0,2,2,3,3,12,22,46,30,32,28,289,324,481,8,6,14,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,2,1,1,4,4,9,166,192,299,7,3,6,0,0,0,1,2,0,0,0,0,1,1,3,2,8,12,3,4,13,152,172,262,0.882149047,62,0.000964957,0.022727273,0.015037594,0.024263432,0,0,0,0,0,0,0,0,0,1,0,0,0,0.333333333,0,0.083333333,0,0.065217391,0.066666667,0.03125,0.035714286,0.01384083,0.012345679,0.018711019
立教大学,190,東京都,03_私立大学,4G,,,681,740,1023,173,167,213,4,4,13,270,294,529,42,44,21,5,3,18,19,17,40,11,25,20,152,184,159,90,98,108,19,19,12,0,0,2,52,55,82,2,5,0,0,0,1,0,2,2,0,3,1,17,14,8,252,292,316,78,71,83,3,2,5,59,91,128,26,26,14,1,2,3,7,8,10,5,7,11,73,84,61,0.174975562,834,0.001710834,0.13215859,0.132432432,0.105571848,0.10982659,0.113772455,0.056338028,0,0,0.153846154,0.192592593,0.18707483,0.155009452,0.047619048,0.113636364,0,0,0,0.055555556,0,0.117647059,0.05,0,0.12,0.05,0.111842105,0.076086957,0.050314465
立命館大学,191,近畿地区,03_私立大学,3G,,○,1550,2296,2866,299,320,506,105,167,255,390,643,314,129,175,188,186,234,381,48,77,200,78,175,167,295,481,721,123,258,180,28,16,20,4,17,31,46,172,19,2,5,8,9,7,21,4,4,19,7,10,18,19,20,42,836,908,1263,209,176,256,59,69,86,200,132,109,75,105,110,114,141,223,17,19,67,21,67,103,132,193,300,0.309839498,1844,0.004793011,0.079354839,0.112369338,0.062805304,0.093645485,0.05,0.039525692,0.038095238,0.101796407,0.121568627,0.117948718,0.267496112,0.060509554,0.015503876,0.028571429,0.042553191,0.048387097,0.02991453,0.05511811,0.083333333,0.051948052,0.095,0.08974359,0.057142857,0.107784431,0.06440678,0.041580042,0.058252427
龍谷大学,192,近畿地区,03_私立大学,4G,,,362,438,739,78,89,83,48,34,38,86,87,103,30,43,44,55,39,36,25,51,103,6,13,37,30,76,275,24,22,49,4,2,1,1,0,0,10,1,18,5,3,0,1,0,1,2,7,8,1,0,2,0,9,18,191,238,247,32,51,48,28,21,21,54,68,43,12,16,15,40,28,20,15,59,33,2,2,7,8,23,53,0.422192152,407,0.001235881,0.066298343,0.050228311,0.066305819,0.051282051,0.02247191,0.012048193,0.020833333,0,0,0.11627907,0.011494253,0.174757282,0.166666667,0.069767442,0,0.018181818,0,0.027777778,0.08,0.137254902,0.077669903,0.166666667,0,0.054054054,0,0.118421053,0.065454545
早稲田大学,193,東京都,03_私立大学,2G,○,,4899,5772,7020,767,922,983,327,399,526,1509,1539,1408,478,569,774,535,657,957,115,505,362,362,485,640,764,917,1186,485,719,675,71,115,68,28,58,54,229,329,218,36,56,77,36,57,83,7,6,22,23,29,53,53,59,79,2477,2463,3015,518,507,601,151,173,241,571,397,424,308,321,384,364,398,548,50,78,119,138,153,208,349,398,412,0.26011396,5010,0.011740034,0.098999796,0.124566875,0.096153846,0.092568449,0.12472885,0.069175992,0.085626911,0.145363409,0.102661597,0.15175613,0.213775179,0.154829545,0.075313808,0.098418278,0.099483204,0.06728972,0.086757991,0.086729363,0.060869565,0.011881188,0.060773481,0.063535912,0.059793814,0.0828125,0.069371728,0.06434024,0.066610455
高エネルギー加速器研究機構,194,,04_大学共同利用機関法人,その他,,,2685,3227,3306,226,362,466,83,103,201,2205,2612,2448,4,2,0,43,41,44,56,17,29,17,10,28,51,80,90,338,553,419,16,23,25,14,8,11,301,510,370,0,0,0,2,3,1,1,0,1,0,2,5,3,6,5,678,645,511,44,67,53,14,17,22,585,550,409,1,1,0,11,9,7,1,0,3,2,0,5,20,13,13,0.03569268,3188,0.005528853,0.125884544,0.171366594,0.126739262,0.07079646,0.063535912,0.053648069,0.168674699,0.077669903,0.054726368,0.136507937,0.19525268,0.151143791,0,0,0,0.046511628,0.073170732,0.022727273,0.017857143,0,0.034482759,0,0.2,0.178571429,0.058823529,0.075,0.055555556
自然科学研究機構,195,,04_大学共同利用機関法人,その他,,,5602,5424,6636,859,873,712,98,89,141,2621,2607,3725,11,24,6,467,283,408,70,59,75,77,102,111,1397,1386,1456,650,615,750,94,111,45,12,7,5,279,279,510,0,2,1,11,8,7,7,6,2,8,11,17,239,191,163,1983,1644,1399,323,336,182,29,21,22,849,680,740,6,17,3,210,105,127,19,17,11,26,21,15,521,448,298,0.236136227,5067,0.011097844,0.116029989,0.113384956,0.113019892,0.109429569,0.127147766,0.063202247,0.12244898,0.078651685,0.035460993,0.106447921,0.107019563,0.136912752,0,0.083333333,0.166666667,0.023554604,0.028268551,0.017156863,0.1,0.101694915,0.026666667,0.103896104,0.107843137,0.153153153,0.171080888,0.137806638,0.111950549
情報・システム研究機構,196,,04_大学共同利用機関法人,その他,,,1876,2545,3082,23,34,41,4,3,19,219,262,354,294,422,485,88,143,241,374,619,726,54,89,163,802,953,1020,213,274,366,1,2,4,1,0,2,38,39,45,17,26,40,2,9,26,21,54,69,8,10,29,121,135,150,593,696,592,9,4,4,0,0,1,60,90,54,130,139,135,25,28,62,95,156,132,15,6,4,253,269,190,0.383841661,1866,0.005154243,0.113539446,0.107662083,0.118754056,0.043478261,0.058823529,0.097560976,0.25,0,0.105263158,0.173515982,0.148854962,0.127118644,0.057823129,0.061611374,0.082474227,0.022727273,0.062937063,0.107883817,0.056149733,0.08723748,0.095041322,0.148148148,0.112359551,0.17791411,0.150872818,0.141657922,0.147058824
人間文化研究機構,197,,04_大学共同利用機関法人,その他,,,335,285,398,5,11,5,0,0,0,8,5,14,1,2,4,9,8,14,178,142,244,13,18,9,105,85,81,20,28,46,0,0,1,0,0,0,1,0,0,0,1,0,3,4,4,9,16,23,0,1,1,6,5,9,93,53,68,1,2,2,0,0,0,3,3,0,0,1,2,2,2,2,50,24,45,1,2,0,33,19,13,0.226130653,281,0.000665603,0.059701493,0.098245614,0.115577889,0,0,0.2,0,0,0,0.125,0,0,0,0.5,0,0.333333333,0.5,0.285714286,0.050561798,0.112676056,0.094262295,0,0.055555556,0.111111111,0.057142857,0.058823529,0.111111111
